"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio","Configuración de atribución",Resultados,"Indicador de resultado",Alcance,Frecuencia,"Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (ARS)",Finalización,"Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones",Impresiones,"CPM (costo por mil impresiones) (ARS)","Clics en el enlace",shop_clicks,"CPC (costo por clic en el enlace) (ARS)","CTR (porcentaje de clics en el enlace)","Clics (todos)","CTR (todos)","CPC (todos) (ARS)","Visitas a la página de destino","Costo por visita a la página de destino (ARS)","Artículos agregados al carrito","Pagos iniciados",Compras,"Valor de conversión de compras","ROAS de resultados","Indicador de ROAS de resultado","Reproducciones de video de 3 segundos",ThruPlays,"Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 100%","Tiempo promedio de reproducción del video","Resultados (iniciales)","Indicador de resultados (iniciales)"
2026-08-11,2026-08-11,"SW ARG02 | 23/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-11,2026-08-11,"SW ARG02 | 22/07 Carrusel",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2875,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-11,2026-08-11,"SW ARG02 | 22/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2875,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-11,2026-08-11,"SW ARG | 19/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2300,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-11,2026-08-11,"Sweater AFA  cupón | 10/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2300,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-11,2026-08-11,"Ana tik tok | 06/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-11,2026-08-11,"SW AFA | 02/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3849,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-11,2026-08-11,"SW AFA | 30/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-11,2026-08-11,"SW AFA | 30/06",not_delivering,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-11,2026-08-11,"SW SOL | 27/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3499,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-11,2026-08-11,"SW SOL | 19/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2645,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-11,2026-08-11,"Ana tik tok",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,7781,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"Orgullosamente argentinas",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"Cardigam Roma",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"Catalogo + Video 5",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"Catalogo + Video 4",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"Catalogo + Video 3",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"Catalogo + Video 2",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"Catalogo + Video 1",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"wtf arg | 13/02",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"Cardigan  | 07/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,423,1.049645,,3000,Diario,2226.27,"En curso",-,-,-,444,5014.121622,8,,278.28375,1.801802,8,1.801802,278.28375,11,202.388182,5,1,,,,,70,10,110,37,15,10,2,,
2026-08-10,2026-08-10,"SW ARG2  | 07/08 ULTIMOS",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,387,1.232558,,3000,Diario,2356.89,"En curso",-,-,-,477,4941.069182,7,,336.698571,1.467505,9,1.886792,261.876667,6,392.815,,,,,,,1,,,,,,1,,
2026-08-10,2026-08-10,"Reviews | 06/08",not_delivering,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"ANA TIK TOK | 06/08",not_delivering,"1 día tras clic",61,profile_visit_view,788,1.022843,25.51622951,1750,Diario,1556.49,"En curso","Por encima del promedio",-,-,806,1931.129032,61,,25.51623,7.568238,58,7.19603,26.836034,13,119.73,,,,,,,256,62,156,80,45,34,4,,
2026-08-10,2026-08-10,"SW ARG2 | 06/08",inactive,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"3x2 estatico | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"3x2 historia | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,48,1.104167,,5000,Diario,409.66,"En curso",-,-,-,53,7729.433962,3,,136.553333,5.660377,4,7.54717,102.415,3,136.553333,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"3X2 feed | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,290,1.427586,,5000,Diario,4450.46,"En curso",-,-,-,414,10749.903382,5,,890.092,1.207729,5,1.207729,890.092,5,890.092,,,,,,,20,6,14,7,7,6,3,,
2026-08-10,2026-08-10,"SW ARG2  | 03/08 ULTIMOS",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3450,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"SW ARG2  | 03/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,567,1.156966,,3450,Diario,3476.89,"En curso","Por encima del promedio",Promedio,Promedio,656,5300.137195,10,,347.689,1.52439,16,2.439024,217.305625,10,347.689,,,,,,,99,16,130,56,31,16,2,,
2026-08-10,2026-08-10,"SW ARG2  | 30/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"SW ARG02 | 29/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"Catalogo | 28/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"AD01 Sofia | 27/07",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"3x2 Invierno | 24/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"SW ARG02 | 23/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"SW ARG02 | 22/07 Carrusel",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2875,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"SW ARG02 | 22/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2875,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"SW ARG | 19/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2300,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"Sweater AFA  cupón | 10/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2300,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"Ana tik tok | 06/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"SW AFA | 02/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3849,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"SW AFA | 30/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"SW AFA | 30/06",not_delivering,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"SW SOL | 27/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3499,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"SW SOL | 19/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2645,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-10,2026-08-10,"Ana tik tok",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,7781,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"Orgullosamente argentinas",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"Cardigam Roma",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"Catalogo + Video 5",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"Catalogo + Video 4",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"Catalogo + Video 3",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"Catalogo + Video 2",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"Catalogo + Video 1",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"wtf arg | 13/02",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"Cardigan  | 07/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,470,1.076596,,3000,Diario,3040.32,"En curso",-,-,-,506,6008.537549,5,,608.064,0.988142,6,1.185771,506.72,5,608.064,,,,,,,80,20,111,41,28,20,2,,
2026-08-09,2026-08-09,"SW ARG2  | 07/08 ULTIMOS",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",1,actions:offsite_conversion.fb_pixel_purchase,459,1.183007,3052.23,3000,Diario,3052.23,"En curso",-,-,-,543,5621.049724,10,,305.223,1.841621,12,2.209945,254.3525,9,339.136667,1,,1,60033.3,19.66866848,action_values:offsite_conversion.fb_pixel_purchase,4,,,,,,4,,
2026-08-09,2026-08-09,"Reviews | 06/08",not_delivering,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"ANA TIK TOK | 06/08",not_delivering,"1 día tras clic",62,profile_visit_view,850,1.057647,31.76467742,1750,Diario,1969.41,"En curso","Por encima del promedio",-,-,899,2190.667408,61,,32.28541,6.785317,58,6.451613,33.955345,23,85.626522,3,1,,,,,263,55,148,76,40,32,4,,
2026-08-09,2026-08-09,"SW ARG2 | 06/08",inactive,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"3x2 estatico | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,2,0,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"3x2 historia | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,490,1.502041,,5000,Diario,4920.35,"En curso",Promedio,Promedio,"Por debajo del promedio - 35% de los anuncios menos relevantes",736,6685.258152,15,,328.023333,2.038043,24,3.26087,205.014583,15,328.023333,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"3X2 feed | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,11,1,,5000,Diario,48.43,"En curso",-,-,-,11,4402.727273,,,,,1,9.090909,48.43,,,,,,,,,,,,,,,1,,
2026-08-09,2026-08-09,"SW ARG2  | 03/08 ULTIMOS",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3450,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"SW ARG2  | 03/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,485,1.107216,,3450,Diario,3187.94,"En curso",-,-,-,537,5936.573557,16,,199.24625,2.979516,22,4.096834,144.906364,14,227.71,,,,,,,80,18,102,46,29,19,2,,
2026-08-09,2026-08-09,"SW ARG2  | 30/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"SW ARG02 | 29/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"Catalogo | 28/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"AD01 Sofia | 27/07",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"3x2 Invierno | 24/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"SW ARG02 | 23/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"SW ARG02 | 22/07 Carrusel",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2875,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"SW ARG02 | 22/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2875,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"SW ARG | 19/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2300,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"Sweater AFA  cupón | 10/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2300,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"Ana tik tok | 06/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"SW AFA | 02/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3849,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"SW AFA | 30/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"SW AFA | 30/06",not_delivering,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"SW SOL | 27/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3499,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"SW SOL | 19/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2645,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-09,2026-08-09,"Ana tik tok",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,7781,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"Orgullosamente argentinas",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"Cardigam Roma",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"Catalogo + Video 5",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"Catalogo + Video 4",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"Catalogo + Video 3",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"Catalogo + Video 2",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"Catalogo + Video 1",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"wtf arg | 13/02",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"Cardigan  | 07/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,392,1.058673,,3000,Diario,1914.5,"En curso",-,-,-,415,4613.253012,9,,212.722222,2.168675,12,2.891566,159.541667,7,273.5,,,,,,,70,17,102,48,26,17,2,,
2026-08-08,2026-08-08,"SW ARG2  | 07/08 ULTIMOS",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,335,1.167164,,3000,Diario,1896.7,"En curso",-,-,-,391,4850.895141,3,,632.233333,0.767263,3,0.767263,632.233333,2,948.35,,,,,,,,,,,,,1,,
2026-08-08,2026-08-08,"Reviews | 06/08",not_delivering,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"ANA TIK TOK | 06/08",not_delivering,"1 día tras clic",27,profile_visit_view,346,1.023121,35.00222222,1750,Diario,945.06,"En curso",-,-,-,354,2669.661017,29,,32.588276,8.19209,27,7.627119,35.002222,11,85.914545,3,,,,,,105,25,61,30,20,14,4,,
2026-08-08,2026-08-08,"SW ARG2 | 06/08",inactive,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"3x2 estatico | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,672,1.041667,,5000,Diario,4524.4,"En curso",-,-,-,700,6463.428571,12,,377.033333,1.714286,15,2.142857,301.626667,13,348.030769,3,,,,,,,,,,,,1,,
2026-08-08,2026-08-08,"3x2 historia | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,143,1.097902,,5000,Diario,1429.03,"En curso",-,-,-,157,9102.101911,5,,285.806,3.184713,5,3.184713,285.806,4,357.2575,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"3X2 feed | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,12,1,,5000,Diario,176.81,"En curso",-,-,-,12,14734.166667,,,,,0,0,0,,,,,,,,,1,,,,,,3,,
2026-08-08,2026-08-08,"SW ARG2  | 03/08 ULTIMOS",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,252,1.178571,,3450,Diario,1595.82,"En curso",-,-,-,297,5373.131313,10,,159.582,3.367003,16,5.387205,99.73875,9,177.313333,,,,,,,1,,,,,,2,,
2026-08-08,2026-08-08,"SW ARG2  | 03/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,4,1,,3450,Diario,61.88,"En curso",-,-,-,4,15470,,,,,0,0,0,,,,,,,,,1,,1,,,,1,,
2026-08-08,2026-08-08,"SW ARG2  | 30/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"SW ARG02 | 29/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"Catalogo | 28/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-08,2026-08-08,"AD01 Sofia | 27/07",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
