"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio","Configuración de atribución",Resultados,"Indicador de resultado",Alcance,Frecuencia,"Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (ARS)",Finalización,"Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones",Impresiones,"CPM (costo por mil impresiones) (ARS)","Clics en el enlace",shop_clicks,"CPC (costo por clic en el enlace) (ARS)","CTR (porcentaje de clics en el enlace)","Clics (todos)","CTR (todos)","CPC (todos) (ARS)","Visitas a la página de destino","Costo por visita a la página de destino (ARS)","Artículos agregados al carrito","Pagos iniciados",Compras,"Valor de conversión de compras","ROAS de resultados","Indicador de ROAS de resultado","Reproducciones de video de 3 segundos",ThruPlays,"Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 100%","Tiempo promedio de reproducción del video","Resultados (iniciales)","Indicador de resultados (iniciales)"
2026-08-19,2026-08-19,"SW ARG2 | 06/08",inactive,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"3x2 estatico | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"3x2 historia | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"3X2 feed | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW ARG2  | 03/08 ULTIMOS",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3450,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW ARG2  | 03/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3450,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW ARG2  | 30/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW ARG02 | 29/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"Catalogo | 28/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"AD01 Sofia | 27/07",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"3x2 Invierno | 24/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW ARG02 | 23/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW ARG02 | 22/07 Carrusel",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2875,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW ARG02 | 22/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2875,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW ARG | 19/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2300,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"Sweater AFA  cupón | 10/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2300,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"Ana tik tok | 06/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW AFA | 02/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3849,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW AFA | 30/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW AFA | 30/06",not_delivering,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW SOL | 27/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3499,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"SW SOL | 19/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2645,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-19,2026-08-19,"Ana tik tok",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,7781,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Orgullosamente argentinas",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Cardigam Roma",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Catalogo + Video 5",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Catalogo + Video 4",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Catalogo + Video 3",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Catalogo + Video 2",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Catalogo + Video 1",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"wtf arg | 13/02",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,488,1.202869,,5000,Diario,4100.13,"En curso",Promedio,Promedio,Promedio,587,6984.889267,23,,178.266522,3.918228,32,5.451448,128.129063,20,205.0065,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Cardigan  | 07/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW ARG2  | 07/08 ULTIMOS",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Reviews | 06/08",not_delivering,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"ANA TIK TOK | 06/08",not_delivering,"1 día tras clic",45,profile_visit_view,709,1.035261,30.74088889,1750,Diario,1383.34,"En curso",-,-,-,734,1884.659401,45,,30.740889,6.13079,44,5.99455,31.439545,17,81.372941,,,,,,,207,54,131,67,31,25,4,,
2026-08-18,2026-08-18,"SW ARG2 | 06/08",inactive,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"3x2 estatico | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"3x2 historia | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"3X2 feed | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW ARG2  | 03/08 ULTIMOS",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3450,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW ARG2  | 03/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3450,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW ARG2  | 30/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW ARG02 | 29/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Catalogo | 28/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"AD01 Sofia | 27/07",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"3x2 Invierno | 24/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW ARG02 | 23/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW ARG02 | 22/07 Carrusel",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2875,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW ARG02 | 22/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2875,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW ARG | 19/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2300,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Sweater AFA  cupón | 10/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2300,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Ana tik tok | 06/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW AFA | 02/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3849,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW AFA | 30/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW AFA | 30/06",not_delivering,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW SOL | 27/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3499,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"SW SOL | 19/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2645,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-18,2026-08-18,"Ana tik tok",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,7781,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"Orgullosamente argentinas",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"Cardigam Roma",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"Catalogo + Video 5",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"Catalogo + Video 4",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"Catalogo + Video 3",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"Catalogo + Video 2",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"Catalogo + Video 1",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"wtf arg | 13/02",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,964,1.306017,,5000,Diario,6882.58,"En curso",Promedio,Promedio,Promedio,1259,5466.703733,43,,160.06,3.415409,51,4.050834,134.952549,43,160.06,2,,,,,,9,3,9,6,5,3,2,,
2026-08-17,2026-08-17,"Cardigan  | 07/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,5,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW ARG2  | 07/08 ULTIMOS",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"Reviews | 06/08",not_delivering,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"ANA TIK TOK | 06/08",not_delivering,"1 día tras clic",81,profile_visit_view,1010,1.024752,24.56345679,1750,Diario,1989.64,"En curso","Por encima del promedio",-,-,1035,1922.357488,83,,23.971566,8.019324,78,7.536232,25.508205,34,58.518824,1,,,,,,318,74,187,95,53,35,4,,
2026-08-17,2026-08-17,"SW ARG2 | 06/08",inactive,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"3x2 estatico | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"3x2 historia | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"3X2 feed | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW ARG2  | 03/08 ULTIMOS",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3450,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW ARG2  | 03/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3450,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW ARG2  | 30/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW ARG02 | 29/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"Catalogo | 28/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"AD01 Sofia | 27/07",inactive,"7 días tras clic o 1 día tras visualización",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"3x2 Invierno | 24/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW ARG02 | 23/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2500,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW ARG02 | 22/07 Carrusel",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2875,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW ARG02 | 22/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2875,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW ARG | 19/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2300,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"Sweater AFA  cupón | 10/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2300,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"Ana tik tok | 06/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW AFA | 02/07",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3849,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW AFA | 30/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW AFA | 30/06",not_delivering,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW SOL | 27/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3499,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"SW SOL | 19/06",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,2645,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-17,2026-08-17,"Ana tik tok",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,7781,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-16,2026-08-16,"Orgullosamente argentinas",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-16,2026-08-16,"Cardigam Roma",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-16,2026-08-16,"Catalogo + Video 5",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-16,2026-08-16,"Catalogo + Video 4",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-16,2026-08-16,"Catalogo + Video 3",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-16,2026-08-16,"Catalogo + Video 2",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-16,2026-08-16,"Catalogo + Video 1",active,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,15000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-16,2026-08-16,"wtf arg | 13/02",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,423,1.070922,,5000,Diario,2372.51,"En curso",-,-,-,453,5237.328918,10,,237.251,2.207506,14,3.090508,169.465,9,263.612222,,,,,,,25,6,25,14,8,6,3,,
2026-08-16,2026-08-16,"Cardigan  | 07/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-16,2026-08-16,"SW ARG2  | 07/08 ULTIMOS",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,3000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-16,2026-08-16,"Reviews | 06/08",not_delivering,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-16,2026-08-16,"ANA TIK TOK | 06/08",not_delivering,"1 día tras clic",63,profile_visit_view,964,1.007261,29.32603175,1750,Diario,1847.54,"En curso","Por encima del promedio",-,-,971,1902.718847,62,,29.799032,6.38517,61,6.282183,30.287541,32,57.735625,,,,,,,292,78,180,93,61,44,5,,
2026-08-16,2026-08-16,"SW ARG2 | 06/08",inactive,"1 día tras clic",,,0,0,,1750,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
2026-08-16,2026-08-16,"3x2 estatico | 05/08",inactive,"7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",,,0,0,,5000,Diario,0,"En curso",-,-,-,0,0,,,,,0,0,0,,,,,,,,,,,,,,,00:00:00,,
