"Inicio del informe","Fin del informe","Nombre del anuncio","Identificador del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (ARS)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios",Objetivo,Frecuencia,"CPM (costo por mil impresiones) (ARS)","Clics en el enlace","CPC (costo por clic en el enlace) (ARS)","CTR (porcentaje de clics en el enlace)","Clics (todos)","CTR (todos)","Clientes potenciales","Costo por cliente potencial (ARS)","Conversaciones con mensajes iniciadas","Interacciones con la publicación","Comentarios de publicaciones","Reacciones a publicaciones","Veces que se compartieron las publicaciones","Veces que se guardaron las publicaciones",Compras,"Valor de resultados","Indicador de ROAS de resultado","Valor de conversión de compras","ROAS de resultados","Reproducciones de video de 3 segundos","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 100%","Tiempo promedio de reproducción del video",ThruPlays,"CTR único (porcentaje de clics en el enlace)","CTR único (todos)"
2026-08-15,2026-08-15,"2 - Nueva - Copia",120252605987120202,active,3,actions:leadgen.other,3272.85333333,"Con el presupuesto de la campaña",0,9818.56,1615,1330,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,Promedio,Promedio,"Por encima del promedio","Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.214286,6079.603715,21,467.550476,1.30031,29,1.795666,3,3272.853333,3,21,,,,,,,,,,,,,,,00:00:00,,1.503759,1.879699
2026-08-14,2026-08-14,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,229.53,33,31,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.064516,6955.454545,1,229.53,3.030303,1,3.030303,,,,1,,,,,,,,,,,,,,,00:00:00,,3.225806,3.225806
2026-08-14,2026-08-14,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-14,2026-08-14,"2 - Nueva - Copia 2",120252606006150202,active,,,,"Con el presupuesto de la campaña",0,90.14,12,12,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1,7511.666667,,,,0,0,,,,1,,1,,,,,,,,,,,,,00:00:00,,0,0
2026-08-14,2026-08-14,"2 - Nueva - Copia",120252605987120202,active,4,actions:leadgen.other,1957.6825,"Con el presupuesto de la campaña",0,7830.73,1535,1307,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,Promedio,Promedio,"Por encima del promedio","Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.174445,5101.452769,15,522.048667,0.977199,32,2.084691,4,1957.6825,4,17,,2,,,,,,,,,,,,,00:00:00,,1.071155,2.0658
2026-08-13,2026-08-13,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,223.65,55,55,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1,4066.363636,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-13,2026-08-13,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-13,2026-08-13,"2 - Nueva - Copia 2",120252606006150202,active,,,,"Con el presupuesto de la campaña",0,2.08,1,1,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1,2080,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-13,2026-08-13,"2 - Nueva - Copia",120252605987120202,active,2,actions:leadgen.other,4127.975,"Con el presupuesto de la campaña",0,8255.95,1656,1386,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,Promedio,Promedio,"Por encima del promedio","Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.194805,4985.477053,20,412.7975,1.207729,34,2.05314,2,4127.975,3,23,1,1,,1,,,,,,,,,,,00:00:00,,1.370851,2.020202
2026-08-12,2026-08-12,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,675.51,86,85,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.011765,7854.767442,1,675.51,1.162791,2,2.325581,,,1,1,,,,,,,,,,,,,,,00:00:00,,1.176471,1.176471
2026-08-12,2026-08-12,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-12,2026-08-12,"2 - Nueva - Copia 2",120252606006150202,active,,,,"Con el presupuesto de la campaña",0,278.63,38,37,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.027027,7332.368421,,,,1,2.631579,,,,,,,,,,,,,,,,,,,00:00:00,,0,2.702703
2026-08-12,2026-08-12,"2 - Nueva - Copia",120252605987120202,active,10,actions:leadgen.other,1078.654,"Con el presupuesto de la campaña",0,10786.54,2479,2168,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,Promedio,Promedio,"Por encima del promedio","Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.14345,4351.165793,39,276.577949,1.573215,67,2.702703,10,1078.654,9,45,3,1,1,1,,,,,,,,,,,00:00:00,,1.752768,2.490775
2026-08-11,2026-08-11,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,3,actions:leadgen.other,847.82333333,"Con el presupuesto de la campaña",0,2543.47,349,333,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.048048,7287.879656,5,508.694,1.432665,9,2.578797,3,847.823333,1,6,1,,,,,,,,,,,,,,00:00:00,,1.501502,1.801802
2026-08-11,2026-08-11,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,40.5,7,7,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1,5785.714286,1,40.5,14.285714,1,14.285714,,,,1,,,,,,,,,,,,,,,00:00:00,,14.285714,14.285714
2026-08-11,2026-08-11,"2 - Nueva - Copia 2",120252606006150202,active,,,,"Con el presupuesto de la campaña",0,560.67,88,82,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.073171,6371.25,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-11,2026-08-11,"2 - Nueva - Copia",120252605987120202,active,5,actions:leadgen.other,1258.38,"Con el presupuesto de la campaña",0,6291.9,1471,1191,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,Promedio,"Por encima del promedio","Por encima del promedio","Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.235097,4277.294358,21,299.614286,1.4276,32,2.175391,5,1258.38,4,22,1,,,,,,,,,,,,,,00:00:00,,1.763224,2.267003
2026-08-10,2026-08-10,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,3,actions:leadgen.other,2115.31,"Con el presupuesto de la campaña",0,6345.93,1310,1095,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,Promedio,Promedio,"Por encima del promedio","Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.196347,4844.221374,17,373.29,1.29771,27,2.061069,3,2115.31,1,17,,,,,,,,,,,,,,,00:00:00,,1.461187,1.826484
2026-08-10,2026-08-10,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,46.1,9,8,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.125,5122.222222,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-10,2026-08-10,"2 - Nueva - Copia 2",120252606006150202,active,,,,"Con el presupuesto de la campaña",0,777.09,221,209,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.057416,3516.244344,2,388.545,0.904977,4,1.809955,,,1,2,,,,,,,,,,,,,,,00:00:00,,0.956938,1.913876
2026-08-10,2026-08-10,"2 - Nueva - Copia",120252605987120202,active,1,actions:leadgen.other,1527.33,"Con el presupuesto de la campaña",0,1527.33,377,328,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.14939,4051.27321,6,254.555,1.591512,8,2.122016,1,1527.33,,6,,,,,,,,,,,,,,,00:00:00,,1.829268,2.134146
2026-08-09,2026-08-09,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-09,2026-08-09,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-09,2026-08-09,"2 - Nueva - Copia 2",120252606006150202,active,1,actions:leadgen.other,555.37,"Con el presupuesto de la campaña",0,555.37,100,99,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.010101,5553.7,3,185.123333,3,6,6,1,555.37,,3,,,,,,,,,,,,,,,00:00:00,,3.030303,5.050505
2026-08-09,2026-08-09,"2 - Nueva - Copia",120252605987120202,active,1,actions:leadgen.other,2500.82,"Con el presupuesto de la campaña",0,2500.82,450,389,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.156812,5557.377778,8,312.6025,1.777778,13,2.888889,1,2500.82,2,9,,,,1,,,,,,,,,,,00:00:00,,2.056555,3.084833
2026-08-08,2026-08-08,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-08,2026-08-08,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-08,2026-08-08,"2 - Nueva - Copia 2",120252606006150202,active,,,,"Con el presupuesto de la campaña",0,1123.26,260,246,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.056911,4320.230769,4,280.815,1.538462,6,2.307692,,,1,4,,,,,,,,,,,,,,,00:00:00,,1.626016,2.03252
2026-08-08,2026-08-08,"2 - Nueva - Copia",120252605987120202,active,4,actions:leadgen.other,1216.42,"Con el presupuesto de la campaña",0,4865.68,704,665,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.058647,6911.477273,16,304.105,2.272727,23,3.267045,4,1216.42,3,17,,1,,,,,,,,,,,,,00:00:00,,2.255639,2.556391
2026-08-07,2026-08-07,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-07,2026-08-07,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-07,2026-08-07,"2 - Nueva - Copia 2",120252606006150202,active,1,actions:leadgen.other,1987.11,"Con el presupuesto de la campaña",0,1987.11,439,424,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.035377,4526.446469,4,496.7775,0.911162,6,1.366743,1,1987.11,1,4,,,,,,,,,,,,,,,00:00:00,,0.943396,1.179245
2026-08-07,2026-08-07,"2 - Nueva - Copia",120252605987120202,active,6,actions:leadgen.other,1191.53833333,"Con el presupuesto de la campaña",0,7149.23,1817,1567,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,Promedio,Promedio,"Por encima del promedio","Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.159541,3934.634012,23,310.836087,1.265823,36,1.981288,6,1191.538333,3,23,,,,,,,,,,,,,,,00:00:00,,1.467773,1.85067
2026-08-06,2026-08-06,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-06,2026-08-06,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-06,2026-08-06,"2 - Nueva - Copia 2",120252606006150202,active,,,,"Con el presupuesto de la campaña",0,323.07,59,59,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1,5475.762712,,,,1,1.694915,,,1,1,,,,1,,,,,,,,,,,00:00:00,,0,1.694915
2026-08-06,2026-08-06,"2 - Nueva - Copia",120252605987120202,active,2,actions:leadgen.other,338.38,"Con el presupuesto de la campaña",0,676.76,165,145,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.137931,4101.575758,3,225.586667,1.818182,7,4.242424,2,338.38,,3,,,,,,,,,,,,,,,00:00:00,,2.068966,3.448276
2026-08-05,2026-08-05,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-05,2026-08-05,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-05,2026-08-05,"2 - Nueva - Copia 2",120252606006150202,active,2,actions:leadgen.other,2716.36,"Con el presupuesto de la campaña",0,5432.72,1429,1191,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,Promedio,"Por encima del promedio","Por encima del promedio","Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.199832,3801.763471,13,417.901538,0.909727,18,1.259622,2,2716.36,1,16,1,2,,,,,,,,,,,,,00:00:00,,1.09152,1.259446
2026-08-05,2026-08-05,"2 - Nueva - Copia",120252605987120202,active,1,actions:leadgen.other,614.09,"Con el presupuesto de la campaña",0,614.09,110,93,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.182796,5582.636364,5,122.818,4.545455,6,5.454545,1,614.09,,5,,,,,,,,,,,,,,,00:00:00,,4.301075,4.301075
2026-08-04,2026-08-04,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-04,2026-08-04,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,26.84,7,7,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1,3834.285714,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-04,2026-08-04,"2 - Nueva - Copia 2",120252606006150202,active,7,actions:leadgen.other,929.04571429,"Con el presupuesto de la campaña",0,6503.32,1560,1337,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,Promedio,"Por encima del promedio","Por encima del promedio","Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.166791,4168.794872,25,260.1328,1.602564,45,2.884615,7,929.045714,6,30,2,3,,,,,,,,,,,,,00:00:00,,1.795064,2.692595
2026-08-04,2026-08-04,"2 - Nueva - Copia",120252605987120202,active,,,,"Con el presupuesto de la campaña",0,377.76,51,43,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.186047,7407.058824,2,188.88,3.921569,2,3.921569,,,,2,,,,,,,,,,,,,,,00:00:00,,4.651163,4.651163
2026-08-03,2026-08-03,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-03,2026-08-03,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,141.8,24,24,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1,5908.333333,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-03,2026-08-03,"2 - Nueva - Copia 2",120252606006150202,active,7,actions:leadgen.other,1297.13285714,"Con el presupuesto de la campaña",0,9079.93,1500,1275,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,Promedio,"Por encima del promedio","Por encima del promedio","Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.176471,6053.286667,27,336.293704,1.8,46,3.066667,7,1297.132857,2,34,2,5,,,,,,,,,,,,,00:00:00,,2.117647,3.058824
2026-08-03,2026-08-03,"2 - Nueva - Copia",120252605987120202,active,1,actions:leadgen.other,462.84,"Con el presupuesto de la campaña",0,462.84,57,44,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.295455,8120,2,231.42,3.508772,2,3.508772,1,462.84,,3,,1,,,,,,,,,1,1,1,,3,,2.272727,2.272727
2026-08-02,2026-08-02,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-02,2026-08-02,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,155.04,33,25,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.32,4698.181818,1,155.04,3.030303,1,3.030303,,,,1,,,,,,,,,,,,,,,00:00:00,,4,4
2026-08-02,2026-08-02,"2 - Nueva - Copia 2",120252606006150202,active,11,actions:leadgen.other,908.98454545,"Con el presupuesto de la campaña",0,9998.83,1967,1608,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,Promedio,"Por encima del promedio","Por encima del promedio","Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.223259,5083.289273,36,277.745278,1.830198,56,2.846975,11,908.984545,6,38,1,1,,,,,,,,,,,,,00:00:00,,2.238806,2.674129
2026-08-02,2026-08-02,"2 - Nueva - Copia",120252605987120202,active,,,,"Con el presupuesto de la campaña",0,764.22,81,57,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.421053,9434.814815,1,764.22,1.234568,2,2.469136,,,,1,,,,,,,,,,,,,,,00:00:00,,1.754386,3.508772
2026-08-01,2026-08-01,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-01,2026-08-01,"2 - Nueva - Copia 3",120252606034020202,active,,,,"Con el presupuesto de la campaña",0,60.89,15,15,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1,4059.333333,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
2026-08-01,2026-08-01,"2 - Nueva - Copia 2",120252606006150202,active,7,actions:leadgen.other,1130.16428571,"Con el presupuesto de la campaña",0,7911.15,1772,1464,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,"Por debajo del promedio - 35% de los anuncios menos relevantes","Por encima del promedio","Por encima del promedio","Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.210383,4464.531603,22,359.597727,1.241535,44,2.48307,7,1130.164286,6,26,,2,1,1,,,,,,,,,,,00:00:00,,1.502732,2.39071
2026-08-01,2026-08-01,"2 - Nueva - Copia",120252605987120202,active,,,,"Con el presupuesto de la campaña",0,347.72,47,38,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",1.236842,7398.297872,3,115.906667,6.382979,3,6.382979,,,,3,,,,,,,,,,,1,,,,1,,7.894737,7.894737
2026-07-31,2026-07-31,"Nuevo anuncio de Clientes potenciales - Copia 4",120252849439060202,active,,,,"Con el presupuesto de la campaña",0,0,0,0,"En curso","7 días tras clic o 1 día tras visualización",0,ABSOLUTE_OCPM,2026-08-23T20:51:53-0300,-,-,-,"Nueva campaña de Clientes potenciales V.2 - Argentina","Clientes potenciales",0,0,,,,0,0,,,,,,,,,,,,,,,,,,,00:00:00,,0,0
