slug,cliente,periodo,moneda,gasto,resultado,roas,cpa,cpl,cuello_embudo,diagnostico,veredictos
saritina-ceramica,SARITINA CERAMICA,2026-09-01..2026-09-09,ARS,102857.15,21,,4898,,Vieron la landing (LPV),El cuello está en Vieron la landing (LPV) → Agregaron al carrito: 0.0% vs ~13.0% sano.,escalar:0 iterar:2 matar:0 pocaData:2
