slug,cliente,periodo,moneda,gasto,resultado,roas,cpa,cpl,cuello_embudo,diagnostico,veredictos
paz,Maia,2026-07-29..2026-09-02,ARS,326459.56,201,,,1624,Clics en el enlace,El cuello está en Clics en el enlace → Leads: 24.2% vs ~20.0% sano.,escalar:2 iterar:0 matar:0 pocaData:13
