slug,cliente,periodo,moneda,gasto,resultado,roas,cpa,cpl,cuello_embudo,diagnostico,veredictos
alba,Alba & Co,2026-08-20..2026-09-09,ARS,410840.72,21,2.81,19564,,Agregaron al carrito,El cuello está en Agregaron al carrito → Iniciaron el pago: 19.4% vs ~45.0% sano.,escalar:2 iterar:0 matar:0 pocaData:5
