slug,cliente,periodo,moneda,gasto,resultado,roas,cpa,cpl,cuello_embudo,diagnostico,veredictos
mossy,Mossy,2026-08-09..2026-09-13,ARS,3501417.87,113,3.22,30986,,Agregaron al carrito,El cuello está en Agregaron al carrito → Iniciaron el pago: 12.6% vs ~45.0% sano.,escalar:6 iterar:0 matar:0 pocaData:14
