slug,cliente,periodo,moneda,gasto,resultado,roas,cpa,cpl,cuello_embudo,diagnostico,veredictos
vresia,Vresia,2026-08-05..2026-09-09,ARS,458391.08,16,2.16,28649,,Agregaron al carrito,El cuello está en Agregaron al carrito → Iniciaron el pago: 12.9% vs ~45.0% sano.,escalar:2 iterar:0 matar:0 pocaData:19
