Nombre del anuncio,Inicio del informe,Importe gastado (ARS),Impresiones,Alcance,Frecuencia,Clics en el enlace,Visitas a la página de destino,Artículos agregados al carrito,Pagos iniciados,Compras,Valor de conversión de compras,Reproducciones de video de 3 segundos,ThruPlays,Resultados
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-05,7591.59,1218,1041,1.170029,32,38,8,2,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-05,9338.35,948,734,1.291553,34,77,3,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-05,114.78,14,14,1,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-05,970.11,184,168,1.095238,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 10,2026-08-05,6297.32,844,668,1.263473,20,20,2,0,0,0,131,32,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-05,2195.05,362,321,1.127726,9,10,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-05,827.72,42,39,1.076923,0,0,0,0,0,0,24,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-05,26011.09,4157,3158,1.316339,127,128,36,7,3,198045.78,16,4,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-05,764.64,116,104,1.115385,7,7,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-06,10258.05,1874,1442,1.299584,30,29,2,0,0,0,378,20,
Ad5 - Video - Sale - Copia,2026-08-06,7416.22,613,525,1.167619,28,28,4,1,1,209950,573,87,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-06,0,0,0,0,0,0,2,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-06,41.35,4,3,1.333333,0,0,0,0,0,0,2,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-06,179.81,12,11,1.090909,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-06,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-06,3018.22,428,375,1.141333,16,12,3,0,0,0,13,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-06,199.32,23,19,1.210526,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-06,4398.77,401,335,1.197015,10,16,0,0,0,0,201,36,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-06,529.15,60,55,1.090909,1,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-06,291.84,22,20,1.1,2,2,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-06,1177.16,114,101,1.128713,1,1,3,0,1,97644.43,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-06,185.88,33,31,1.064516,2,2,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-06,11258.79,2019,1632,1.237132,56,70,15,3,2,179837.21,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-06,5332.42,867,757,1.14531,22,13,6,0,0,0,4,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-06,1075.93,105,87,1.206897,2,2,0,1,1,78162.27,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-06,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-07,1757.54,278,249,1.116466,8,6,3,0,0,0,65,7,
Ad5 - Video - Sale - Copia,2026-08-07,4405.7,533,488,1.092213,22,22,1,0,0,0,507,82,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-07,167.73,16,14,1.142857,3,1,0,0,0,0,11,2,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-07,4373.58,364,354,1.028249,9,8,7,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-07,6.78,2,2,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-07,39.38,8,7,1.142857,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-07,306.44,50,49,1.020408,1,2,0,0,0,0,2,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-07,1857.64,386,342,1.128655,16,10,0,0,0,0,60,9,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-07,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-07,148.99,39,38,1.026316,3,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-07,31.93,9,9,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-07,451.47,63,57,1.105263,5,4,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-07,2744.14,315,253,1.245059,7,4,5,1,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 10,2026-08-07,19156.54,2937,2527,1.162248,33,29,8,0,1,89980,363,50,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-07,0,0,0,0,0,0,4,1,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-07,1189.53,110,99,1.111111,6,6,2,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-07,1.82,2,2,1,0,0,0,0,0,0,2,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-07,34246.95,6325,5217,1.212383,141,121,15,2,2,187214.72,40,9,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-07,1041.54,99,92,1.076087,2,2,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-07,0,0,0,0,0,0,0,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-07,6415.85,720,573,1.256545,17,16,3,0,0,0,692,121,
Ad2 - Angulo Viaje,2026-08-07,837.01,87,86,1.011628,0,0,0,0,0,0,82,7,
Ad3 - Angulo Producto Fit,2026-08-07,431.23,82,79,1.037975,0,0,0,0,0,0,75,13,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-08,0.01,1,1,1,0,0,0,0,0,0,0,0,
Ad5 - Video - Sale - Copia,2026-08-08,5537.87,559,512,1.091797,26,20,1,0,0,0,525,85,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-08,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-08,1483.22,168,148,1.135135,7,7,8,1,1,263440.50,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-08,1742.82,261,218,1.197248,7,10,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-08,1943.97,218,192,1.135417,8,6,0,0,0,0,7,2,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-08,4675.27,964,858,1.123543,22,19,10,0,0,0,133,29,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-08,3720.42,381,346,1.101156,19,14,4,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-08,3.12,1,1,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 10,2026-08-08,20.83,3,3,1,0,0,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-08,201.36,37,35,1.057143,1,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-08,6536.8,814,750,1.085333,21,25,3,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-08,31032.51,4158,3315,1.254299,74,55,23,2,2,197262.44,23,3,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-08,6117.78,488,429,1.137529,19,13,2,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-08,1364.49,293,263,1.114068,7,3,2,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-08,17477.59,1974,1374,1.436681,51,49,26,3,3,455532.31,1887,213,
Ad2 - Angulo Viaje,2026-08-08,92.39,23,22,1.045455,0,0,0,0,0,0,23,3,
Ad3 - Angulo Producto Fit,2026-08-08,693.61,71,69,1.028986,1,1,0,0,0,0,68,10,
Ad5 - Video - Sale - Copia,2026-08-09,1159.66,113,109,1.036697,8,7,0,0,0,0,109,22,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-09,436.79,101,98,1.030612,4,3,0,0,0,0,19,1,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-09,2792.23,198,165,1.2,3,2,0,0,0,0,153,23,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-09,19973.05,1455,1243,1.170555,28,28,2,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-09,0,0,0,0,0,0,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-09,26.15,11,10,1.1,2,2,3,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-09,0,0,0,0,0,0,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-09,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-09,13095.56,1410,1102,1.279492,37,28,4,1,1,167250.66,34,1,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-09,332.71,9,9,1,1,1,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-09,17531.17,2984,2552,1.169279,84,68,8,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-09,0,0,0,0,0,0,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-09,0,0,0,0,0,0,0,1,1,75147.97,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-09,29708.86,5435,4805,1.131113,134,107,22,2,2,207586.11,12,3,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-09,4187.78,749,646,1.159443,22,19,3,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-09,21712.04,2682,1966,1.364191,36,34,8,0,0,0,2590,185,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-10,1604.63,236,213,1.107981,10,7,1,0,0,0,26,2,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-10,21.37,4,4,1,1,1,0,0,0,0,3,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-10,7515.89,612,531,1.152542,10,9,2,0,1,159960,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-10,650.74,70,60,1.166667,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-10,0.57,1,1,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-10,69.84,10,10,1,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-10,6.07,2,2,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-10,201.56,26,24,1.083333,0,0,5,1,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-10,1254.09,163,150,1.086667,4,6,3,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-10,9363.12,1454,1175,1.237447,34,32,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-10,2585.55,359,302,1.188742,4,4,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-10,661.63,84,79,1.063291,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-10,1244.2,173,159,1.08805,4,2,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 10,2026-08-10,80.24,4,4,1,0,0,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-10,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-10,2460.4,255,225,1.133333,4,5,3,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-10,2390.12,86,72,1.194444,2,1,0,0,0,0,23,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-10,26540.33,3974,3143,1.264397,107,95,17,2,0,0,8,2,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-10,2.08,1,1,1,0,0,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-10,13.82,5,5,1,1,1,0,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-10,22936.76,2603,1840,1.414674,47,42,7,1,0,0,2467,279,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-11,368.02,48,47,1.021277,0,0,0,0,0,0,11,2,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-11,259.64,23,21,1.095238,0,0,0,0,0,0,19,2,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-11,11330.35,815,690,1.181159,19,21,12,1,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-11,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-11,1126.62,150,128,1.171875,7,7,0,0,0,0,5,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-11,2.46,1,1,1,0,0,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-11,10.68,7,7,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-11,49.59,6,6,1,0,0,5,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-11,8.07,1,1,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-11,1421.08,96,85,1.129412,3,2,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-11,552.05,61,54,1.12963,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-11,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-11,64022.26,9933,7102,1.39862,255,219,32,2,3,245563.04,23,1,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-11,14056.29,1667,1507,1.106171,54,46,3,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-11,20730.86,1997,1528,1.306937,27,25,4,0,0,0,1859,213,
Ad3 - Angulo Producto Fit,2026-08-11,29.71,3,3,1,0,0,0,0,0,0,3,1,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-12,664.16,35,32,1.09375,1,1,0,0,0,0,27,3,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-12,15130.51,939,762,1.232283,14,14,10,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-12,341.37,36,33,1.090909,0,0,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-12,1091.19,139,109,1.275229,6,6,5,1,0,0,3,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-12,414.33,39,37,1.054054,2,1,0,0,0,0,9,2,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-12,2.14,3,3,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-12,8237.68,1177,975,1.207179,23,15,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-12,1473.62,118,113,1.044248,8,4,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-12,1487.08,277,250,1.108,5,3,4,1,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-12,398.27,13,11,1.181818,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 10,2026-08-12,1926.81,200,187,1.069519,9,8,1,0,0,0,24,6,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-12,117.64,12,10,1.2,1,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-12,0.38,1,1,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-12,309.22,40,36,1.111111,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-12,45561.4,7832,5749,1.362324,164,134,40,5,3,433149.33,22,2,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-12,2975.61,397,373,1.064343,10,9,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-12,717.87,71,59,1.20339,2,1,0,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-12,17540.08,1738,1402,1.239658,30,24,9,0,1,149960,1618,212,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-13,120.36,17,15,1.133333,0,0,0,0,0,0,4,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-13,267.5,27,26,1.038462,0,0,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-13,242.8,21,20,1.05,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-13,2.39,4,4,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-13,13.48,2,2,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-13,229.61,40,36,1.111111,1,2,0,0,0,0,7,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-13,1441.23,168,151,1.112583,3,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-13,629.7,146,134,1.089552,3,4,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-13,72.93,7,7,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-13,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-13,38.46,9,9,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 10,2026-08-13,0,0,0,0,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-13,188.63,24,23,1.043478,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-13,1192.91,116,105,1.104762,1,1,1,0,1,50991.50,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-13,2755.6,479,428,1.119159,18,15,2,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-13,43179.29,7511,5557,1.351629,188,165,35,1,0,0,46,5,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-13,26413.9,2434,1763,1.380601,81,73,10,1,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-13,365.98,54,48,1.125,0,0,0,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-13,14056.26,1614,1284,1.257009,35,34,9,2,2,198692.39,1509,209,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-14,2138.88,288,252,1.142857,8,6,0,0,0,0,23,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-14,489.93,29,25,1.16,1,1,0,0,0,0,18,1,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-14,297.35,17,17,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-14,183.99,34,34,1,2,2,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-14,3286.99,294,273,1.076923,14,12,0,0,0,0,29,5,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-14,377.25,107,104,1.028846,2,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-14,22810.66,3860,3032,1.273087,91,74,10,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-14,1308.75,188,152,1.236842,6,3,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-14,43.17,11,11,1,3,3,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-14,3133.66,406,356,1.140449,8,5,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-14,757.64,122,108,1.12963,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-14,29792.18,4877,3966,1.229702,101,85,3,0,0,0,26,4,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-14,16207.76,946,740,1.278378,50,46,10,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-14,621.62,91,79,1.151899,3,4,0,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-14,14598.25,1120,923,1.213434,22,27,15,2,2,152750.47,1053,140,
Ad3 - Angulo Producto Fit,2026-08-14,94.12,12,12,1,0,0,0,0,0,0,12,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-15,453.23,77,70,1.1,1,1,0,0,0,0,13,1,
Ad5 - Video - Sale - Copia,2026-08-15,34.34,5,5,1,0,0,0,0,0,0,5,2,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-15,26.06,4,4,1,0,0,0,0,0,0,3,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia,2026-08-15,45.01,2,2,1,0,0,0,0,0,0,2,1,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-15,75.46,7,7,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-15,40.77,2,2,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-15,191.9,26,25,1.04,0,0,0,0,0,0,2,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 4,2026-08-15,537.04,33,32,1.03125,1,1,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-15,1287.9,178,164,1.085366,2,2,4,0,0,0,21,5,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-15,103.67,6,6,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-15,7361.32,1020,872,1.169725,37,29,8,2,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-15,8807.41,883,754,1.171088,22,18,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 3,2026-08-15,152,9,9,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-15,1835.78,291,261,1.114943,10,6,4,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 10,2026-08-15,719.25,125,115,1.086957,2,2,0,0,0,0,14,3,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-15,907.42,112,103,1.087379,1,1,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 6,2026-08-15,320.16,41,40,1.025,2,1,2,1,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-15,9131.55,1172,948,1.236287,30,21,5,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 4,2026-08-15,20.47,3,3,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-15,13474.97,2106,1782,1.181818,58,52,9,2,1,119017.89,10,2,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-15,6774.11,549,448,1.225446,29,23,1,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 12,2026-08-15,80.24,17,16,1.0625,0,0,0,0,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-15,17783.87,1378,1238,1.113086,32,24,2,1,1,89933.82,1311,197,
Ad2 - Angulo Viaje,2026-08-15,5.42,3,3,1,0,0,0,0,0,0,2,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia,2026-08-16,799.64,185,161,1.149068,4,4,0,0,0,0,10,0,
Ad6 - Secuencia - Nueva coleccion 2026 - Copia 3,2026-08-16,3052.81,383,348,1.100575,9,8,2,0,0,0,19,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 2,2026-08-16,1863.52,325,306,1.062092,10,9,0,0,0,0,55,13,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 8,2026-08-16,10791.02,1601,1378,1.161829,41,32,12,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-16,1.89,2,2,1,0,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 9,2026-08-16,586.37,72,62,1.16129,1,0,0,0,0,0,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 7,2026-08-16,45445.85,8017,6044,1.326439,209,174,31,4,1,127443.09,0,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 11,2026-08-16,1485.21,218,206,1.058252,4,2,0,0,0,0,1,0,
Ad6 - Secuencia - Nueva coleccion 202666 - Copia 5,2026-08-16,12665.1,1351,1133,1.19241,49,59,5,1,0,0,0,0,
Ad1 - Angulo Anticipo Temporada,2026-08-16,32192.31,3710,2951,1.257201,70,68,10,3,1,130149.27,3560,316,
Ad2 - Angulo Viaje,2026-08-16,323.45,53,52,1.019231,2,2,4,0,0,0,54,1,
Ad3 - Angulo Producto Fit,2026-08-16,82.8,11,10,1.1,0,0,0,0,0,0,10,1,
