"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (ARS)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","ROAS de resultados","Indicador de ROAS de resultado","CPM (costo por mil impresiones) (ARS)","CTR único (porcentaje de clics en el enlace)","Visitas a la página de destino","Artículos agregados al carrito","Pagos iniciados","Información de pago agregada",Compras,"Valor de conversión de compras","Valor de conversión de compras promedio [Todas las conversiones de la atribución incremental]",Frecuencia,"Clics en el enlace","Reproducciones de video de 3 segundos","Tiempo promedio de reproducción del video","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 100%",ThruPlays,"CTR (porcentaje de clics en el enlace)","CTR único (todos)","CTR (todos)","CPC (costo por clic en el enlace) (ARS)","Resultados (iniciales)","Indicador de resultados (iniciales)"
2026-08-17,2026-08-17,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-17,2026-08-17,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-17,2026-08-17,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-17,2026-08-17,Catalogo_3,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-17,2026-08-17,Catalogo_2,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-17,2026-08-17,Catalogo_1,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-16,2026-08-16,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-16,2026-08-16,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-16,2026-08-16,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-16,2026-08-16,Catalogo_3,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-16,2026-08-16,Catalogo_2,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-16,2026-08-16,Catalogo_1,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-15,2026-08-15,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-15,2026-08-15,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-15,2026-08-15,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-15,2026-08-15,Catalogo_3,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-15,2026-08-15,Catalogo_2,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-15,2026-08-15,Catalogo_1,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-14,2026-08-14,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-14,2026-08-14,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-14,2026-08-14,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-14,2026-08-14,Catalogo_3,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-14,2026-08-14,Catalogo_2,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-14,2026-08-14,Catalogo_1,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-13,2026-08-13,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-13,2026-08-13,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-13,2026-08-13,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-13,2026-08-13,Catalogo_3,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-13,2026-08-13,Catalogo_2,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-13,2026-08-13,Catalogo_1,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-12,2026-08-12,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-12,2026-08-12,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-12,2026-08-12,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-12,2026-08-12,Catalogo_3,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-12,2026-08-12,Catalogo_2,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-12,2026-08-12,Catalogo_1,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-11,2026-08-11,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-11,2026-08-11,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-11,2026-08-11,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-11,2026-08-11,Catalogo_3,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-11,2026-08-11,Catalogo_2,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-11,2026-08-11,Catalogo_1,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-10,2026-08-10,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-10,2026-08-10,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-10,2026-08-10,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-10,2026-08-10,Catalogo_3,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-10,2026-08-10,Catalogo_2,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-10,2026-08-10,Catalogo_1,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-09,2026-08-09,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-09,2026-08-09,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-09,2026-08-09,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-09,2026-08-09,Catalogo_3,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-09,2026-08-09,Catalogo_2,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-09,2026-08-09,Catalogo_1,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-08,2026-08-08,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-08,2026-08-08,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-08,2026-08-08,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-08,2026-08-08,Catalogo_3,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-08,2026-08-08,Catalogo_2,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-08,2026-08-08,Catalogo_1,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-07,2026-08-07,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-07,2026-08-07,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-07,2026-08-07,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-07,2026-08-07,Catalogo_3,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-07,2026-08-07,Catalogo_2,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-07,2026-08-07,Catalogo_1,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-06,2026-08-06,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-06,2026-08-06,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-06,2026-08-06,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-06,2026-08-06,Catalogo_3,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-06,2026-08-06,Catalogo_2,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-06,2026-08-06,Catalogo_1,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-05,2026-08-05,Catalogo_5,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-05,2026-08-05,Catalogo_Karla,active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
2026-08-05,2026-08-05,"Catalogo_4 ¿Es un varón?",active,,,,20000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-20T13:38:17-0300,-,-,-,Alba&Co_2026_Conversiones_Purchase_Adv+,,,0,0,,,,,,,,0,,,00:00:00,,,,,,,0,0,,,
