"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (CLP)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","ROAS de resultados","Indicador de ROAS de resultado","CTR único (porcentaje de clics en el enlace)","Visitas a la página de destino","Artículos agregados al carrito","Pagos iniciados",Compras,"CPM (costo por mil impresiones) (CLP)","Valor de conversión de compras","Valor de conversión de compras promedio [Todas las conversiones de la atribución incremental]",Frecuencia,"Clics en el enlace","Reproducciones de video de 3 segundos","Tiempo promedio de reproducción del video","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 100%",ThruPlays,"CTR (porcentaje de clics en el enlace)","CTR único (todos)","CTR (todos)","CPC (costo por clic en el enlace) (CLP)"
2026-08-25,2026-08-25,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,42,10,8,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,12.5,1,,,,4200,,,1.25,1,1,5,1,1,1,1,1,10,12.5,10,42
2026-08-25,2026-08-25,"Carrusel Catalogo",not_delivering,,,,15000,Diario,197,5,5,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,20,1,,,,39400,,,1,1,,1,,,,,,20,20,20,197
2026-08-25,2026-08-25,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,1380,92,85,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,4.705882,6,1,,,15000,,,1.082353,6,26,7,11,2,2,2,11,6.521739,8.235294,13.043478,230
2026-08-25,2026-08-25,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,5,2,2,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,2500,,,1,,1,3,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,10,1,1,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,10000,,,1,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo 1 - Video - AGO",active,3,actions:offsite_conversion.fb_pixel_initiate_checkout,4681.66666667,15000,Diario,14045,6865,5255,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,5.023787,281,4,3,,2045.884924,,,1.306375,352,134,5,108,58,36,24,29,5.127458,5.765937,6.278223,39.900568
2026-08-25,2026-08-25,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,2474,1181,1046,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,4.58891,48,2,,,2094.834886,,,1.129063,66,17,3,11,4,2,2,2,5.588484,4.875717,5.419136,37.484848
2026-08-25,2026-08-25,"Carrusel Catalogo",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-25,2026-08-25,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,241,46,35,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,5239.130435,,,1.314286,,8,3,7,2,2,2,2,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo",not_delivering,,,,15000,Diario,1278,152,114,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,1.754386,2,,,,8407.894737,,,1.333333,2,5,2,3,2,1,,,1.315789,2.631579,1.973684,639
2026-08-24,2026-08-24,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,11850,1425,1112,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,4.856115,62,,,,8315.789474,,,1.281475,71,335,6,98,42,30,14,96,4.982456,7.374101,8.140351,166.901408
2026-08-24,2026-08-24,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,1018,94,84,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,3.571429,3,,,,10829.787234,,,1.119048,3,22,11,11,6,4,3,6,3.191489,4.761905,4.255319,339.333333
2026-08-24,2026-08-24,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,168,16,16,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,10500,,,1,,,1,,,,,,,6.25,6.25,
2026-08-24,2026-08-24,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-24,2026-08-24,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,1111,102,73,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,6.849315,3,1,,,10892.156863,,,1.39726,5,17,3,16,8,4,2,2,4.901961,6.849315,6.862745,222.2
2026-08-23,2026-08-23,"Carrusel Catalogo",not_delivering,,,,15000,Diario,2498,265,201,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,6.467662,16,,,,9426.415094,,,1.318408,14,6,6,6,4,4,3,5,5.283019,7.462687,8.679245,178.428571
2026-08-23,2026-08-23,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,10598,885,714,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,6.162465,63,,,,11975.141243,,,1.239496,61,228,7,62,34,24,10,64,6.892655,8.403361,10.169492,173.737705
2026-08-23,2026-08-23,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,2218,250,205,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,3.414634,11,,,,8872,,,1.219512,9,35,5,15,6,4,3,5,3.6,6.829268,8,246.444444
2026-08-23,2026-08-23,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,696,86,72,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,4.166667,1,,,,8093.023256,,,1.194444,3,7,27,4,3,2,1,5,3.488372,4.166667,3.488372,232
2026-08-23,2026-08-23,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo",active,1,actions:offsite_conversion.fb_pixel_initiate_checkout,0,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,1,1,1,0,71990,71990,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-23,2026-08-23,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-22,2026-08-22,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,1012,127,113,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,4.424779,2,,,,7968.503937,,,1.123894,5,17,3,15,6,5,2,2,3.937008,5.309735,5.511811,202.4
2026-08-22,2026-08-22,"Carrusel Catalogo",not_delivering,,,,15000,Diario,134,23,19,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,10.526316,1,,,,5826.086957,,,1.210526,2,2,13,2,1,1,,1,8.695652,10.526316,8.695652,67
2026-08-22,2026-08-22,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,8606,975,734,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,2.861035,27,,,,8826.666667,,,1.328338,24,183,5,45,21,18,8,45,2.461538,4.495913,4.410256,358.583333
2026-08-22,2026-08-22,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,574,70,56,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,17.857143,9,,,,8200,,,1.25,12,9,8,7,5,3,2,4,17.142857,17.857143,22.857143,47.833333
2026-08-22,2026-08-22,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,232,34,32,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,9.375,2,,,,6823.529412,,,1.0625,3,3,13,1,1,1,,1,8.823529,9.375,11.764706,77.333333
2026-08-22,2026-08-22,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,413,133,124,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,2.419355,4,2,,,3105.263158,,,1.072581,5,2,44,2,2,2,1,2,3.759399,4.032258,5.263158,82.6
2026-08-22,2026-08-22,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
