"Inicio del informe","Fin del informe","Nombre del anuncio","Entrega del anuncio",Resultados,"Indicador de resultado","Costo por resultados","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Importe gastado (CLP)",Impresiones,Alcance,Finalización,"Configuración de atribución",Puja,"Tipo de puja","Último cambio significativo","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios","ROAS de resultados","Indicador de ROAS de resultado","CTR único (porcentaje de clics en el enlace)","Visitas a la página de destino","Artículos agregados al carrito","Pagos iniciados",Compras,"CPM (costo por mil impresiones) (CLP)","Valor de conversión de compras","Valor de conversión de compras promedio [Todas las conversiones de la atribución incremental]",Frecuencia,"Clics en el enlace","Reproducciones de video de 3 segundos","Tiempo promedio de reproducción del video","Reproducciones de video hasta el 25%","Reproducciones de video hasta el 50%","Reproducciones de video hasta el 75%","Reproducciones de video hasta el 100%",ThruPlays,"CTR (porcentaje de clics en el enlace)","CTR único (todos)","CTR (todos)","CPC (costo por clic en el enlace) (CLP)"
2026-08-03,2026-08-03,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,575,124,116,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,6.034483,4,,,,4637.096774,,,1.068966,7,51,6,63,47,39,35,35,5.645161,7.758621,9.677419,82.142857
2026-08-03,2026-08-03,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,116,18,16,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,6444.444444,,,1.125,,3,2,5,1,1,1,1,,0,0,
2026-08-03,2026-08-03,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,650,107,89,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,4.494382,1,,,,6074.766355,,,1.202247,4,28,3,55,31,26,15,15,3.738318,5.617978,4.672897,162.5
2026-08-03,2026-08-03,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,1285,143,130,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,2.307692,4,,,,8986.013986,,,1.1,3,35,3,50,22,14,11,11,2.097902,4.615385,4.895105,428.333333
2026-08-03,2026-08-03,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,15844,1581,1282,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,6.162246,77,,,,10021.505376,,,1.233229,89,580,8,173,90,63,36,174,5.629349,9.828393,9.361164,178.022472
2026-08-03,2026-08-03,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-03,2026-08-03,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,566,81,74,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,2.702703,,,,,6987.654321,,,1.094595,2,,00:00:00,,,,,,2.469136,2.702703,2.469136,283
2026-08-03,2026-08-03,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-03,2026-08-03,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-03,2026-08-03,"Carrusel Catalogo",not_delivering,,,,15000,Diario,539,146,129,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,3.100775,4,,,,3691.780822,,,1.131783,4,,00:00:00,,,,,,2.739726,3.100775,3.424658,134.75
2026-08-02,2026-08-02,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-02,2026-08-02,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,58,9,8,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,1,,,,6444.444444,,,1.125,,,00:00:00,,,,,,,12.5,11.111111,
2026-08-02,2026-08-02,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,856,180,156,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,4.487179,6,1,1,,4755.555556,,,1.153846,8,22,3,21,9,5,1,1,4.444444,5.128205,5.555556,107
2026-08-02,2026-08-02,"Carrusel Catalogo",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,15989,15000,Diario,15989,2808,2120,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,Promedio,-,-,PieraCeresa_2026_Conversiones,3.87704047,action_values:offsite_conversion.fb_pixel_purchase,3.584906,88,1,1,1,5694.088319,61990,61990,1.324528,98,6,12,2,2,2,2,2,3.490028,4.575472,4.91453,163.153061
2026-08-01,2026-08-01,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-08-01,2026-08-01,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,407,69,60,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,8.333333,4,,,,5898.550725,,,1.15,5,3,4,4,3,3,2,2,7.246377,10,10.144928,81.4
2026-08-01,2026-08-01,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,139,45,43,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,4.651163,2,,,,3088.888889,,,1.046512,2,5,2,4,,,,,4.444444,4.651163,4.444444,69.5
2026-08-01,2026-08-01,"Carrusel Catalogo",not_delivering,,,,15000,Diario,11558,1998,1462,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,Promedio,-,-,PieraCeresa_2026_Conversiones,,,4.514364,73,1,,,5784.784785,,,1.366621,84,7,6,4,1,1,,3,4.204204,5.745554,5.805806,137.595238
2026-07-31,2026-07-31,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo 2 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo 1 - Video - AGO",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-22T06:54:06-0400,-,-,-,"PieraCeresa_2026_Conversiones -Purchase",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo 1 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo 2 - Video - AGO",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo 2 - Video",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo - Video Nuevo 1",active,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-18T08:00:30-0400,-,-,-,"PieraCeresa_2026_Conversiones - Add Payment Info",,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo - Video Nuevo 6",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo - Video Nuevo 5",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo - Video Nuevo 4",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo - Video Nuevo 3",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo - Video Nuevo 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo - Video Nuevo 1",not_delivering,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo 3 - Video - Copia 2",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo 3 - Video - Copia",inactive,,,,15000,Diario,0,0,0,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,0,,,,,0,,,0,,,00:00:00,,,,,,,0,0,
2026-07-31,2026-07-31,"Carrusel Catalogo 3 - Video",inactive,,,,15000,Diario,447,82,80,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,1.25,1,,,,5451.219512,,,1.025,1,2,3,4,2,2,2,2,1.219512,1.25,1.219512,447
2026-07-31,2026-07-31,"Carrusel Catalogo 2 - Video",not_delivering,,,,15000,Diario,3337,337,292,"En curso","7 días tras clic, 1 día tras visualización o 1 día tras visualización activa",0,ABSOLUTE_OCPM,2026-08-03T21:53:15-0400,-,-,-,PieraCeresa_2026_Conversiones,,,3.082192,8,,,,9902.077151,,,1.15411,11,60,3,57,27,13,9,9,3.264095,4.452055,5.04451,303.363636
